                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6625,                 3.8027,                 1.6206,                0.00222,                0.12066,                0.02771,                0.00809,                 1.6788,                 3.9711,                 1.3913,              1.667e-05,              1.667e-05,              1.667e-05
